Model,DPO2012B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.01,0.1
Label,,
TIME,CH1,CH2
1.56506e-02,0.0509734,0.159547
1.56509e-02,0.0518375,0.162703
1.56512e-02,0.0515937,0.160891
1.56515e-02,0.0516422,0.163203
1.56518e-02,0.0516375,0.158891
1.56522e-02,0.0515922,0.161234
1.56525e-02,0.0510562,0.158188
1.56528e-02,0.0518234,0.161125
1.56531e-02,0.0514078,0.163828
1.56534e-02,0.0509656,0.159375
1.56538e-02,0.0510578,0.160109
1.56541e-02,0.0513078,0.158219
1.56544e-02,0.0512,0.162078
1.56547e-02,0.0511953,0.161875
1.56550e-02,0.0513641,0.158734
1.56554e-02,0.0514437,0.159547
1.56557e-02,0.0512297,0.163531
1.56560e-02,0.0512187,0.161234
1.56563e-02,0.0516953,0.160047
1.56566e-02,0.0513141,0.159281
1.56570e-02,0.0513875,0.161547
1.56573e-02,0.0514203,0.160906
1.56576e-02,0.0517109,0.162938
1.56579e-02,0.0512609,0.162172
1.56582e-02,0.0511172,0.159703
1.56586e-02,0.0512656,0.162641
1.56589e-02,0.0514234,0.157
1.56592e-02,0.0513016,0.165969
1.56595e-02,0.0512703,0.159328
1.56598e-02,0.0509406,0.162844
1.56602e-02,0.0513516,0.161094
1.56605e-02,0.0513047,0.165328
1.56608e-02,0.0511453,0.159922
1.56611e-02,0.0511687,0.163563
1.56614e-02,0.0517375,0.160734
1.56618e-02,0.0511234,0.160125
1.56621e-02,0.0516484,0.160938
1.56624e-02,0.0518172,0.160344
1.56627e-02,0.0513578,0.158625
1.56630e-02,0.0515516,0.159828
1.56634e-02,0.0518937,0.159656
1.56637e-02,0.0513391,0.162688
1.56640e-02,0.0513266,0.159297
1.56643e-02,0.0509531,0.159453
1.56646e-02,0.0509359,0.156359
1.56650e-02,0.0514062,0.160719
1.56653e-02,0.0510859,0.157031
1.56656e-02,0.0507906,0.159719
1.56659e-02,0.0512656,0.158813
1.56662e-02,0.0513547,0.159625
1.56666e-02,0.0511219,0.158359
1.56669e-02,0.0515797,0.161453
1.56672e-02,0.0517156,0.154859
1.56675e-02,0.0515516,0.16175
1.56678e-02,0.0509703,0.157953
1.56682e-02,0.0511234,0.158453
1.56685e-02,0.0516828,0.159141
1.56688e-02,0.0513031,0.160484
1.56691e-02,0.0511437,0.159094
1.56694e-02,0.0511891,0.158656
1.56698e-02,0.0516266,0.159859
1.56701e-02,0.0516687,0.156469
1.56704e-02,0.0511516,0.162438
1.56707e-02,0.0511906,0.156906
1.56710e-02,0.05145,0.160844
1.56714e-02,0.0509641,0.159156
1.56717e-02,0.0515828,0.157938
1.56720e-02,0.0510125,0.159453
1.56723e-02,0.0511891,0.16075
1.56726e-02,0.0508906,0.157719
1.56730e-02,0.0513687,0.159703
1.56733e-02,0.0509281,0.161703
1.56736e-02,0.0509937,0.156266
1.56739e-02,0.0514547,0.162422
1.56742e-02,0.0511484,0.158984
1.56746e-02,0.0514281,0.161641
1.56749e-02,0.0516359,0.159922
1.56752e-02,0.0514047,0.161125
1.56755e-02,0.0511047,0.156391
1.56758e-02,0.0511344,0.164531
1.56762e-02,0.0511266,0.156109
1.56765e-02,0.0514969,0.159
1.56768e-02,0.0516703,0.159109
1.56771e-02,0.051325,0.159359
1.56774e-02,0.0512922,0.161563
1.56778e-02,0.0514281,0.158766
1.56781e-02,0.0518375,0.160016
1.56784e-02,0.0513844,0.155313
1.56787e-02,0.0511437,0.158031
1.56790e-02,0.0514422,0.156078
1.56794e-02,0.0516656,0.162781
1.56797e-02,0.0516812,0.155203
1.56800e-02,0.0513469,0.155906
1.56803e-02,0.0514391,0.158422
1.56806e-02,0.0514812,0.158641
1.56810e-02,0.0518984,0.157578
1.56813e-02,0.0510422,0.157406
1.56816e-02,0.0513031,0.157781
1.56819e-02,0.0508703,0.1545
1.56822e-02,0.051625,0.158719
1.56826e-02,0.0515625,0.156094
1.56829e-02,0.0513937,0.157656
1.56832e-02,0.0514547,0.157891
1.56835e-02,0.0515766,0.155563
1.56838e-02,0.0512531,0.159203
1.56842e-02,0.0515984,0.158672
1.56845e-02,0.0517172,0.154703
1.56848e-02,0.0515187,0.157328
1.56851e-02,0.0514094,0.156953
1.56854e-02,0.0515141,0.155953
1.56858e-02,0.0511297,0.156016
1.56861e-02,0.0515312,0.158969
1.56864e-02,0.0510281,0.158703
1.56867e-02,0.0514172,0.157234
1.56870e-02,0.0512734,0.156719
1.56874e-02,0.0515266,0.154469
1.56877e-02,0.0513562,0.15925
1.56880e-02,0.0518859,0.156375
1.56883e-02,0.0514375,0.15775
1.56886e-02,0.0515922,0.159078
1.56890e-02,0.050975,0.155859
1.56893e-02,0.0512594,0.159141
1.56896e-02,0.0511453,0.156047
1.56899e-02,0.0518172,0.158969
1.56902e-02,0.0516672,0.155938
1.56906e-02,0.0514047,0.158219
1.56909e-02,0.0514969,0.154766
1.56912e-02,0.05195,0.158797
1.56915e-02,0.0521016,0.157422
1.56918e-02,0.0515141,0.156922
1.56922e-02,0.0513969,0.158984
1.56925e-02,0.0513656,0.157594
1.56928e-02,0.0511937,0.15625
1.56931e-02,0.0516594,0.156906
1.56934e-02,0.051225,0.156891
1.56938e-02,0.0517203,0.155578
1.56941e-02,0.0511484,0.156672
1.56944e-02,0.0514156,0.155828
1.56947e-02,0.0510437,0.155672
1.56950e-02,0.0514062,0.156
1.56954e-02,0.0511656,0.154313
1.56957e-02,0.0513359,0.153094
1.56960e-02,0.0511359,0.158281
1.56963e-02,0.0512484,0.156328
1.56966e-02,0.0507359,0.153875
1.56970e-02,0.0509422,0.155297
1.56973e-02,0.0514719,0.152609
1.56976e-02,0.0518234,0.155109
1.56979e-02,0.05155,0.154734
1.56982e-02,0.0513812,0.154969
1.56986e-02,0.0515453,0.153906
1.56989e-02,0.0516391,0.153078
1.56992e-02,0.0512984,0.154922
1.56995e-02,0.0511797,0.154188
1.56998e-02,0.0514578,0.1575
1.57002e-02,0.0513719,0.153
1.57005e-02,0.0517297,0.155203
1.57008e-02,0.0515672,0.152
1.57011e-02,0.0511578,0.154891
1.57014e-02,0.0518594,0.155172
1.57018e-02,0.051375,0.156344
1.57021e-02,0.0516828,0.153609
1.57024e-02,0.0515391,0.156391
1.57027e-02,0.0515062,0.156313
1.57030e-02,0.0514719,0.154188
1.57034e-02,0.0514859,0.157109
1.57037e-02,0.0513266,0.155719
1.57040e-02,0.0510094,0.156469
1.57043e-02,0.0513203,0.154109
1.57046e-02,0.0513891,0.152719
1.57050e-02,0.0513375,0.156203
1.57053e-02,0.0516578,0.157531
1.57056e-02,0.0514656,0.154922
1.57059e-02,0.0515297,0.155828
1.57062e-02,0.0518156,0.155438
1.57066e-02,0.0514516,0.155938
1.57069e-02,0.0516578,0.155609
1.57072e-02,0.051575,0.154953
1.57075e-02,0.0513953,0.155625
1.57078e-02,0.0513953,0.1535
1.57082e-02,0.0507422,0.15625
1.57085e-02,0.0513547,0.151359
1.57088e-02,0.0513234,0.158734
1.57091e-02,0.0514875,0.153453
1.57094e-02,0.0511609,0.153203
1.57098e-02,0.0512437,0.154469
1.57101e-02,0.0513109,0.153922
1.57104e-02,0.0515203,0.154109
1.57107e-02,0.0514922,0.152063
1.57110e-02,0.0516719,0.153313
1.57114e-02,0.051775,0.150406
1.57117e-02,0.0514922,0.152672
1.57120e-02,0.0515359,0.152313
1.57123e-02,0.0517094,0.154969
1.57126e-02,0.0515219,0.153844
1.57130e-02,0.0512125,0.152703
1.57133e-02,0.0515969,0.156563
1.57136e-02,0.0514734,0.152563
1.57139e-02,0.0515578,0.153
1.57142e-02,0.0516844,0.1525
1.57146e-02,0.0510969,0.152172
1.57149e-02,0.0517531,0.154172
1.57152e-02,0.0513953,0.151875
1.57155e-02,0.0513828,0.152125
1.57158e-02,0.0511484,0.152891
1.57162e-02,0.0512453,0.153484
1.57165e-02,0.0512437,0.154625
1.57168e-02,0.0513891,0.152047
1.57171e-02,0.0513266,0.156359
1.57174e-02,0.0511656,0.151516
1.57178e-02,0.0511109,0.154203
1.57181e-02,0.0513047,0.154844
1.57184e-02,0.0516625,0.153984
1.57187e-02,0.0513391,0.154328
1.57190e-02,0.0513187,0.152859
1.57194e-02,0.0511828,0.152813
1.57197e-02,0.0513453,0.153438
1.57200e-02,0.0510141,0.155031
1.57203e-02,0.0510672,0.153641
1.57206e-02,0.0513344,0.155203
1.57210e-02,0.0514734,0.151594
1.57213e-02,0.0513187,0.150391
1.57216e-02,0.0514859,0.156109
1.57219e-02,0.0512219,0.152156
1.57222e-02,0.0507219,0.151828
1.57226e-02,0.0512422,0.151281
1.57229e-02,0.0508281,0.152969
1.57232e-02,0.0513,0.152156
1.57235e-02,0.0514016,0.152578
1.57238e-02,0.0512172,0.149766
1.57242e-02,0.0514203,0.153266
1.57245e-02,0.0513797,0.149641
1.57248e-02,0.0512031,0.150156
1.57251e-02,0.0511062,0.152797
1.57254e-02,0.0516844,0.151953
1.57258e-02,0.0509203,0.14925
1.57261e-02,0.0516812,0.150734
1.57264e-02,0.0511344,0.14975
1.57267e-02,0.0514781,0.151516
1.57270e-02,0.0513672,0.152359
1.57274e-02,0.051425,0.148438
1.57277e-02,0.0514125,0.151531
1.57280e-02,0.0515297,0.149344
1.57283e-02,0.0509641,0.152594
1.57286e-02,0.0512844,0.147156
1.57290e-02,0.0514828,0.15175
1.57293e-02,0.0512344,0.149359
1.57296e-02,0.0515172,0.148109
1.57299e-02,0.0513406,0.152016
1.57302e-02,0.0517125,0.151828
1.57306e-02,0.0515109,0.150984
1.57309e-02,0.0512859,0.151891
1.57312e-02,0.0517047,0.151313
1.57315e-02,0.0512281,0.149172
1.57318e-02,0.0515281,0.155016
1.57322e-02,0.0513906,0.150266
1.57325e-02,0.0513922,0.152828
1.57328e-02,0.0514219,0.149031
1.57331e-02,0.0510984,0.151906
1.57334e-02,0.0516,0.151391
1.57338e-02,0.0513344,0.151938
1.57341e-02,0.0510391,0.150219
1.57344e-02,0.0511469,0.149625
1.57347e-02,0.0510062,0.154203
1.57350e-02,0.0510828,0.150453
1.57354e-02,0.0516187,0.151719
1.57357e-02,0.0510844,0.152109
1.57360e-02,0.0510656,0.148516
1.57363e-02,0.0512437,0.149969
1.57366e-02,0.0508828,0.153438
1.57370e-02,0.0511219,0.147578
1.57373e-02,0.051025,0.151281
1.57376e-02,0.0511687,0.149859
1.57379e-02,0.0510391,0.149719
1.57382e-02,0.0513734,0.153188
1.57386e-02,0.0510875,0.149313
1.57389e-02,0.0510031,0.151734
1.57392e-02,0.0518922,0.148813
1.57395e-02,0.0512672,0.149031
1.57398e-02,0.0515844,0.149094
1.57402e-02,0.0510922,0.151516
1.57405e-02,0.0511609,0.149344
1.57408e-02,0.0513297,0.147141
1.57411e-02,0.0513,0.151156
1.57414e-02,0.0512812,0.148094
1.57418e-02,0.0511531,0.149484
1.57421e-02,0.0514109,0.147063
1.57424e-02,0.0515266,0.148328
1.57427e-02,0.0508906,0.149438
1.57430e-02,0.0513125,0.148188
1.57434e-02,0.0508906,0.145109
1.57437e-02,0.0509969,0.148844
1.57440e-02,0.0512266,0.147703
1.57443e-02,0.0508953,0.150719
1.57446e-02,0.0513297,0.148656
1.57450e-02,0.0512234,0.146453
1.57453e-02,0.0510625,0.147406
1.57456e-02,0.0512125,0.152047
1.57459e-02,0.0516094,0.147484
1.57462e-02,0.0512906,0.148188
1.57466e-02,0.0515312,0.151688
1.57469e-02,0.0516734,0.147469
1.57472e-02,0.0514281,0.152578
1.57475e-02,0.0511937,0.148484
1.57478e-02,0.0515922,0.149156
1.57482e-02,0.0517312,0.146734
1.57485e-02,0.0517234,0.149031
1.57488e-02,0.0513891,0.149594
1.57491e-02,0.0512391,0.149484
1.57494e-02,0.0515141,0.149141
1.57498e-02,0.0514281,0.146109
1.57501e-02,0.0516484,0.151641
1.57504e-02,0.0512766,0.146688
1.57507e-02,0.0512359,0.150984
1.57510e-02,0.0508937,0.151047
1.57514e-02,0.0507844,0.149781
1.57517e-02,0.0512453,0.148875
1.57520e-02,0.0516797,0.148734
1.57523e-02,0.0509562,0.148938
1.57526e-02,0.0511078,0.149125
1.57530e-02,0.0511578,0.148875
1.57533e-02,0.051025,0.148047
1.57536e-02,0.0516594,0.147047
1.57539e-02,0.0513984,0.147453
1.57542e-02,0.0509312,0.145828
1.57546e-02,0.0514469,0.149297
1.57549e-02,0.0516484,0.148797
1.57552e-02,0.05155,0.144828
1.57555e-02,0.0514812,0.149984
1.57558e-02,0.0514625,0.148328
1.57562e-02,0.0512672,0.145578
1.57565e-02,0.0514766,0.147125
1.57568e-02,0.0509359,0.146172
1.57571e-02,0.0516266,0.149859
1.57574e-02,0.0515672,0.145203
1.57578e-02,0.0512,0.146672
1.57581e-02,0.0513109,0.144391
1.57584e-02,0.0513516,0.150797
1.57587e-02,0.0512328,0.146391
1.57590e-02,0.0515812,0.148953
1.57594e-02,0.0512141,0.147859
1.57597e-02,0.0514547,0.147844
1.57600e-02,0.0512453,0.145703
1.57603e-02,0.0515359,0.148656
1.57606e-02,0.0512391,0.1485
1.57610e-02,0.0508359,0.145016
1.57613e-02,0.0511656,0.148891
1.57616e-02,0.0512734,0.145156
1.57619e-02,0.0511297,0.146578
1.57622e-02,0.0511078,0.146828
1.57626e-02,0.0510578,0.142531
1.57629e-02,0.0509516,0.148344
1.57632e-02,0.0515437,0.146547
1.57635e-02,0.0511812,0.145719
1.57638e-02,0.0511187,0.147813
1.57642e-02,0.0513641,0.146703
1.57645e-02,0.0513062,0.145984
1.57648e-02,0.0515781,0.15025
1.57651e-02,0.0515078,0.147609
1.57654e-02,0.0511812,0.146313
1.57658e-02,0.0516078,0.145281
1.57661e-02,0.0515156,0.150281
1.57664e-02,0.0509812,0.143172
1.57667e-02,0.0516844,0.152563
1.57670e-02,0.0512969,0.143656
1.57674e-02,0.0513875,0.14975
1.57677e-02,0.0513937,0.146453
1.57680e-02,0.0513687,0.146359
1.57683e-02,0.0512156,0.146578
1.57686e-02,0.0513422,0.145938
1.57690e-02,0.0514172,0.147125
1.57693e-02,0.0510266,0.144438
1.57696e-02,0.0513453,0.149188
1.57699e-02,0.0508797,0.143109
1.57702e-02,0.0513797,0.146156
1.57706e-02,0.0510062,0.144328
1.57709e-02,0.0514016,0.141562
1.57712e-02,0.0511797,0.148359
1.57715e-02,0.0511078,0.145109
1.57718e-02,0.0512234,0.143531
1.57722e-02,0.0511594,0.144438
1.57725e-02,0.0511234,0.146578
1.57728e-02,0.0507937,0.144688
1.57731e-02,0.0513031,0.148719
1.57734e-02,0.0512953,0.142703
1.57738e-02,0.0512281,0.144313
1.57741e-02,0.0507672,0.143203
1.57744e-02,0.0513547,0.145266
1.57747e-02,0.0512797,0.145922
1.57750e-02,0.0513703,0.144656
1.57754e-02,0.0515641,0.141812
1.57757e-02,0.0514047,0.144969
1.57760e-02,0.0512875,0.144813
1.57763e-02,0.0512172,0.146109
1.57766e-02,0.0518703,0.145688
1.57770e-02,0.0510516,0.140891
1.57773e-02,0.0510344,0.144328
1.57776e-02,0.0514609,0.14475
1.57779e-02,0.0503734,0.146688
1.57782e-02,0.0515187,0.146234
1.57786e-02,0.0513125,0.144172
1.57789e-02,0.0514984,0.143828
1.57792e-02,0.0508969,0.142625
1.57795e-02,0.0515594,0.148578
1.57798e-02,0.050975,0.143875
1.57802e-02,0.0515359,0.144375
1.57805e-02,0.0510969,0.14475
1.57808e-02,0.0516094,0.147406
1.57811e-02,0.0511031,0.143422
1.57814e-02,0.0514594,0.147125
1.57818e-02,0.0513828,0.143953
1.57821e-02,0.0517984,0.144406
1.57824e-02,0.0515,0.144969
1.57827e-02,0.0511516,0.144422
1.57830e-02,0.0516719,0.145547
1.57834e-02,0.0517687,0.143969
1.57837e-02,0.0510234,0.141687
1.57840e-02,0.0517266,0.143391
1.57843e-02,0.0512937,0.144063
1.57846e-02,0.051475,0.141891
1.57850e-02,0.0513,0.145906
1.57853e-02,0.0511766,0.144328
1.57856e-02,0.0518,0.143516
1.57859e-02,0.0512047,0.140984
1.57862e-02,0.0509266,0.145797
1.57866e-02,0.0512156,0.140531
1.57869e-02,0.0513766,0.141828
1.57872e-02,0.0515281,0.139781
1.57875e-02,0.0509906,0.140547
1.57878e-02,0.0511641,0.144688
1.57882e-02,0.0513781,0.140125
1.57885e-02,0.0514516,0.142187
1.57888e-02,0.0512,0.143437
1.57891e-02,0.0514031,0.1405
1.57894e-02,0.0509828,0.142703
1.57898e-02,0.0516391,0.141516
1.57901e-02,0.0511312,0.140922
1.57904e-02,0.0508484,0.142219
1.57907e-02,0.0516578,0.144672
1.57910e-02,0.0515812,0.138953
1.57914e-02,0.0514203,0.144656
1.57917e-02,0.0514281,0.140531
1.57920e-02,0.0515922,0.143141
1.57923e-02,0.0515453,0.142812
1.57926e-02,0.0517516,0.142078
1.57930e-02,0.0516141,0.142812
1.57933e-02,0.0512578,0.142922
1.57936e-02,0.0510328,0.142359
1.57939e-02,0.0515609,0.142734
1.57942e-02,0.0512844,0.143187
1.57946e-02,0.0519328,0.142844
1.57949e-02,0.05175,0.142719
1.57952e-02,0.0517141,0.142703
1.57955e-02,0.0512766,0.142031
1.57958e-02,0.0515281,0.141016
1.57962e-02,0.0510031,0.14525
1.57965e-02,0.0512203,0.139609
1.57968e-02,0.0516219,0.143125
1.57971e-02,0.0513859,0.142016
1.57974e-02,0.0509547,0.140547
1.57978e-02,0.0513734,0.143047
1.57981e-02,0.0512953,0.140562
1.57984e-02,0.0512,0.143922
1.57987e-02,0.0512844,0.142625
1.57990e-02,0.0510562,0.144406
1.57994e-02,0.0512125,0.138766
1.57997e-02,0.0513375,0.145641
1.58000e-02,0.0512781,0.140297
1.58003e-02,0.0516719,0.139703
1.58006e-02,0.0517344,0.142281
1.58010e-02,0.0510703,0.138187
1.58013e-02,0.0514156,0.14275
1.58016e-02,0.0513141,0.141641
1.58019e-02,0.0511672,0.140812
1.58022e-02,0.0513422,0.138391
1.58026e-02,0.0513078,0.140906
1.58029e-02,0.05145,0.1385
1.58032e-02,0.0515719,0.141375
1.58035e-02,0.0512203,0.139516
1.58038e-02,0.0511406,0.140187
1.58042e-02,0.0513812,0.140484
1.58045e-02,0.0510937,0.141578
1.58048e-02,0.0513016,0.139156
1.58051e-02,0.0512625,0.140703
1.58054e-02,0.0513687,0.141844
1.58058e-02,0.0514891,0.136578
1.58061e-02,0.0511547,0.142641
1.58064e-02,0.0509469,0.141422
1.58067e-02,0.0509844,0.143172
1.58070e-02,0.0514141,0.138937
1.58074e-02,0.0514906,0.140641
1.58077e-02,0.051175,0.138312
1.58080e-02,0.0513391,0.143953
1.58083e-02,0.0510734,0.137078
1.58086e-02,0.0512922,0.142578
1.58090e-02,0.0517062,0.141984
1.58093e-02,0.0514953,0.137922
1.58096e-02,0.0511844,0.142422
1.58099e-02,0.0517594,0.139437
1.58102e-02,0.0512531,0.139859
1.58106e-02,0.0509078,0.141609
1.58109e-02,0.0513891,0.140344
1.58112e-02,0.0513937,0.141172
1.58115e-02,0.0512594,0.14175
1.58118e-02,0.0512984,0.141703
1.58122e-02,0.0515609,0.138812
1.58125e-02,0.0510719,0.140047
1.58128e-02,0.0514359,0.139609
1.58131e-02,0.0512469,0.140844
1.58134e-02,0.0509922,0.139484
1.58138e-02,0.0514781,0.140484
1.58141e-02,0.0511844,0.139344
1.58144e-02,0.0514156,0.141062
1.58147e-02,0.0512906,0.139734
1.58150e-02,0.0517437,0.139594
1.58154e-02,0.0516922,0.139109
1.58157e-02,0.0513562,0.139453
1.58160e-02,0.0518641,0.137359
1.58163e-02,0.0511547,0.140234
1.58166e-02,0.0512344,0.137953
1.58170e-02,0.0510203,0.138
1.58173e-02,0.0514672,0.142219
1.58176e-02,0.0510812,0.134672
1.58179e-02,0.0520625,0.140062
1.58182e-02,0.0512234,0.137812
1.58186e-02,0.0513641,0.138031
1.58189e-02,0.0512453,0.140922
1.58192e-02,0.0511703,0.136266
1.58195e-02,0.0513687,0.135719
1.58198e-02,0.0511594,0.138969
1.58202e-02,0.0509766,0.136172
1.58205e-02,0.0508562,0.138625
1.58208e-02,0.0513594,0.139516
1.58211e-02,0.0507578,0.136953
1.58214e-02,0.0512062,0.139531
1.58218e-02,0.051475,0.139781
1.58221e-02,0.0509109,0.140297
1.58224e-02,0.0509297,0.138484
1.58227e-02,0.0507797,0.135297
1.58230e-02,0.0513594,0.138422
1.58234e-02,0.0514297,0.136687
1.58237e-02,0.0505031,0.1415
1.58240e-02,0.0510453,0.140469
1.58243e-02,0.0513703,0.137406
1.58246e-02,0.0513406,0.139187
1.58250e-02,0.0516109,0.136641
1.58253e-02,0.0512281,0.141562
1.58256e-02,0.0509547,0.138875
1.58259e-02,0.0517422,0.136047
1.58262e-02,0.0514719,0.141156
1.58266e-02,0.0517672,0.137562
1.58269e-02,0.0511969,0.138297
1.58272e-02,0.0514859,0.139906
1.58275e-02,0.0510781,0.135859
1.58278e-02,0.0513344,0.135516
1.58282e-02,0.0515125,0.143484
1.58285e-02,0.051375,0.136625
1.58288e-02,0.0512891,0.14
1.58291e-02,0.0512734,0.139969
1.58294e-02,0.0513047,0.133594
1.58298e-02,0.0512312,0.143703
1.58301e-02,0.0510203,0.136
1.58304e-02,0.0514391,0.139422
1.58307e-02,0.0511344,0.139219
1.58310e-02,0.0514094,0.135984
1.58314e-02,0.0510422,0.13575
1.58317e-02,0.0511328,0.135031
1.58320e-02,0.0512609,0.138891
1.58323e-02,0.0514047,0.136344
1.58326e-02,0.0514266,0.136156
1.58330e-02,0.0513719,0.133109
1.58333e-02,0.0513172,0.134984
1.58336e-02,0.0512969,0.137781
1.58339e-02,0.0515828,0.137687
1.58342e-02,0.0510297,0.134969
1.58346e-02,0.0514187,0.137656
1.58349e-02,0.0510703,0.137094
1.58352e-02,0.0513141,0.133797
1.58355e-02,0.05135,0.134359
1.58358e-02,0.0509672,0.137219
1.58362e-02,0.0515437,0.135453
1.58365e-02,0.0512781,0.136391
1.58368e-02,0.0516203,0.13525
1.58371e-02,0.0512969,0.138187
1.58374e-02,0.0512406,0.137031
1.58378e-02,0.0514953,0.136719
1.58381e-02,0.0513969,0.138734
1.58384e-02,0.0515641,0.135047
1.58387e-02,0.0510766,0.136516
1.58390e-02,0.0515312,0.137594
1.58394e-02,0.0510828,0.133219
1.58397e-02,0.0511969,0.13825
1.58400e-02,0.0511406,0.135328
1.58403e-02,0.0513766,0.137812
1.58406e-02,0.0509562,0.136859
1.58410e-02,0.0508672,0.138969
1.58413e-02,0.0512203,0.132922
1.58416e-02,0.0516469,0.13775
1.58419e-02,0.0513719,0.136172
1.58422e-02,0.0513328,0.135687
1.58426e-02,0.0511969,0.134984
1.58429e-02,0.0506937,0.137469
1.58432e-02,0.0512594,0.134375
1.58435e-02,0.0517703,0.134016
1.58438e-02,0.0515109,0.134062
1.58442e-02,0.0506812,0.134531
1.58445e-02,0.0512953,0.135875
1.58448e-02,0.0514687,0.133187
1.58451e-02,0.0510937,0.133812
1.58454e-02,0.0513234,0.136109
1.58458e-02,0.0509094,0.134906
1.58461e-02,0.0511937,0.131453
1.58464e-02,0.0512672,0.136172
1.58467e-02,0.0511266,0.134422
1.58470e-02,0.0517125,0.134453
1.58474e-02,0.0515219,0.135797
1.58477e-02,0.0512266,0.130953
1.58480e-02,0.0511781,0.134937
1.58483e-02,0.0510047,0.132156
1.58486e-02,0.0516453,0.135609
1.58490e-02,0.0516672,0.133609
1.58493e-02,0.0512094,0.134031
1.58496e-02,0.0511906,0.131547
1.58499e-02,0.0513922,0.136172
1.58502e-02,0.05155,0.135875
1.58506e-02,0.0508562,0.134125
1.58509e-02,0.0514453,0.132594
1.58512e-02,0.0513266,0.133328
1.58515e-02,0.0514422,0.134531
1.58518e-02,0.0509891,0.133984
1.58522e-02,0.0511609,0.137719
1.58525e-02,0.0509062,0.133594
1.58528e-02,0.0507875,0.135047
1.58531e-02,0.051175,0.132781
1.58534e-02,0.0511344,0.133219
1.58538e-02,0.0507531,0.138406
1.58541e-02,0.0503719,0.133656
1.58544e-02,0.0510594,0.132656
1.58547e-02,0.0508766,0.135812
1.58550e-02,0.0515219,0.13475
1.58554e-02,0.0514141,0.132031
1.58557e-02,0.0512531,0.138297
1.58560e-02,0.0511156,0.131391
1.58563e-02,0.0517234,0.132344
1.58566e-02,0.0511734,0.133656
1.58570e-02,0.0513594,0.136094
1.58573e-02,0.0516687,0.131875
1.58576e-02,0.051125,0.133953
1.58579e-02,0.0509094,0.1325
1.58582e-02,0.0513187,0.134625
1.58586e-02,0.05115,0.134984
1.58589e-02,0.0510016,0.1325
1.58592e-02,0.0514891,0.135547
1.58595e-02,0.0509609,0.129672
1.58598e-02,0.0514672,0.133937
1.58602e-02,0.0512812,0.133391
1.58605e-02,0.0512687,0.134703
1.58608e-02,0.0508609,0.133047
1.58611e-02,0.0515312,0.133437
1.58614e-02,0.0513953,0.131875
1.58618e-02,0.0511656,0.131812
1.58621e-02,0.0511891,0.134969
1.58624e-02,0.0511359,0.131187
1.58627e-02,0.0517703,0.132937
1.58630e-02,0.0513594,0.133156
1.58634e-02,0.0510547,0.133859
1.58637e-02,0.0513437,0.132203
1.58640e-02,0.0513078,0.134062
1.58643e-02,0.0517062,0.128641
1.58646e-02,0.0513391,0.131703
1.58650e-02,0.0510875,0.1315
1.58653e-02,0.0515562,0.133547
1.58656e-02,0.0515641,0.133484
1.58659e-02,0.0512187,0.13325
1.58662e-02,0.0507109,0.130016
1.58666e-02,0.0512578,0.132125
1.58669e-02,0.0511953,0.133437
1.58672e-02,0.0508078,0.130187
1.58675e-02,0.0511297,0.134859
1.58678e-02,0.0511047,0.131109
1.58682e-02,0.0507781,0.131312
1.58685e-02,0.0507094,0.13225
1.58688e-02,0.0510828,0.134031
1.58691e-02,0.0511891,0.130672
1.58694e-02,0.0518,0.133547
1.58698e-02,0.0512781,0.134016
1.58701e-02,0.0511094,0.131859
1.58704e-02,0.0515359,0.135578
1.58707e-02,0.0512875,0.130312
1.58710e-02,0.0515,0.134375
1.58714e-02,0.0511406,0.135844
1.58717e-02,0.0514141,0.131172
1.58720e-02,0.0514578,0.134687
1.58723e-02,0.0508641,0.133687
1.58726e-02,0.0511875,0.129687
1.58730e-02,0.0513469,0.132437
1.58733e-02,0.0513797,0.131156
1.58736e-02,0.0512812,0.128656
1.58739e-02,0.0512094,0.134469
1.58742e-02,0.0514609,0.132875
1.58746e-02,0.0513391,0.132953
1.58749e-02,0.0509078,0.132531
1.58752e-02,0.051325,0.131547
1.58755e-02,0.0510625,0.13
1.58758e-02,0.0511375,0.134172
1.58762e-02,0.0511359,0.129781
1.58765e-02,0.0511937,0.131984
1.58768e-02,0.0516266,0.128969
1.58771e-02,0.0513672,0.132953
1.58774e-02,0.0511156,0.129453
1.58778e-02,0.0510719,0.131484
1.58781e-02,0.0512172,0.131437
1.58784e-02,0.0509828,0.131
1.58787e-02,0.0510016,0.1305
1.58790e-02,0.0512109,0.128562
1.58794e-02,0.0504719,0.131484
1.58797e-02,0.0515031,0.128609
1.58800e-02,0.0508422,0.135766
1.58803e-02,0.0511,0.132391
1.58806e-02,0.0513156,0.130016
1.58810e-02,0.0512984,0.129781
1.58813e-02,0.0512469,0.131422
1.58816e-02,0.0509641,0.132953
1.58819e-02,0.0509531,0.127141
1.58822e-02,0.0506766,0.133078
1.58826e-02,0.0508687,0.128687
1.58829e-02,0.0511297,0.132453
1.58832e-02,0.0508797,0.132797
1.58835e-02,0.0508953,0.132156
