Model,DPO2012B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.01,0.1
Label,,
TIME,CH1,CH2
-1.79936e-02,0.0522437,0.196484
-1.79933e-02,0.0517859,0.195453
-1.79930e-02,0.0523828,0.192469
-1.79926e-02,0.0518375,0.193828
-1.79923e-02,0.052125,0.192297
-1.79920e-02,0.0525297,0.193203
-1.79917e-02,0.0521047,0.195609
-1.79914e-02,0.0522062,0.191406
-1.79910e-02,0.0515078,0.195734
-1.79907e-02,0.0522953,0.190453
-1.79904e-02,0.0520828,0.194813
-1.79901e-02,0.0517844,0.193313
-1.79898e-02,0.0517687,0.192266
-1.79894e-02,0.0519172,0.194938
-1.79891e-02,0.0519984,0.193781
-1.79888e-02,0.05145,0.193219
-1.79885e-02,0.0515844,0.195359
-1.79882e-02,0.0522,0.191781
-1.79878e-02,0.05245,0.194172
-1.79875e-02,0.0523312,0.194781
-1.79872e-02,0.0524797,0.194578
-1.79869e-02,0.0519422,0.192
-1.79866e-02,0.0519094,0.195734
-1.79862e-02,0.0519625,0.19375
-1.79859e-02,0.0517484,0.194906
-1.79856e-02,0.0519594,0.195188
-1.79853e-02,0.0521219,0.192594
-1.79850e-02,0.0521094,0.196422
-1.79846e-02,0.0523156,0.194563
-1.79843e-02,0.0517484,0.195906
-1.79840e-02,0.0524469,0.194156
-1.79837e-02,0.0520078,0.193406
-1.79834e-02,0.0521062,0.194109
-1.79830e-02,0.0519844,0.192594
-1.79827e-02,0.0522734,0.197578
-1.79824e-02,0.0520234,0.194344
-1.79821e-02,0.052175,0.195719
-1.79818e-02,0.0520547,0.195047
-1.79814e-02,0.0523594,0.195344
-1.79811e-02,0.0525672,0.194922
-1.79808e-02,0.0525937,0.194875
-1.79805e-02,0.0521047,0.193625
-1.79802e-02,0.0522578,0.191
-1.79798e-02,0.051775,0.191578
-1.79795e-02,0.0520125,0.192422
-1.79792e-02,0.0520797,0.194844
-1.79789e-02,0.0520531,0.189906
-1.79786e-02,0.0523516,0.194797
-1.79782e-02,0.0518516,0.194625
-1.79779e-02,0.0517984,0.191047
-1.79776e-02,0.0516062,0.1935
-1.79773e-02,0.0516422,0.193563
-1.79770e-02,0.0525141,0.190156
-1.79766e-02,0.0523016,0.192656
-1.79763e-02,0.0517844,0.191906
-1.79760e-02,0.0522797,0.190891
-1.79757e-02,0.0517016,0.189469
-1.79754e-02,0.0521719,0.194219
-1.79750e-02,0.0520219,0.191047
-1.79747e-02,0.0523078,0.192703
-1.79744e-02,0.0522047,0.196078
-1.79741e-02,0.0523641,0.190297
-1.79738e-02,0.0522172,0.193953
-1.79734e-02,0.0520844,0.190719
-1.79731e-02,0.0516437,0.193125
-1.79728e-02,0.0523203,0.191156
-1.79725e-02,0.0522297,0.193563
-1.79722e-02,0.0518797,0.192531
-1.79718e-02,0.0516516,0.193422
-1.79715e-02,0.0521875,0.192484
-1.79712e-02,0.05215,0.194344
-1.79709e-02,0.0519109,0.192016
-1.79706e-02,0.0520797,0.192125
-1.79702e-02,0.0519937,0.194578
-1.79699e-02,0.0519062,0.19475
-1.79696e-02,0.0520703,0.192828
-1.79693e-02,0.0516062,0.194125
-1.79690e-02,0.0515281,0.194297
-1.79686e-02,0.0522219,0.193203
-1.79683e-02,0.0518906,0.193359
-1.79680e-02,0.0519453,0.192516
-1.79677e-02,0.0520484,0.195422
-1.79674e-02,0.0518984,0.192766
-1.79670e-02,0.0518812,0.192344
-1.79667e-02,0.0526547,0.193578
-1.79664e-02,0.0521281,0.192453
-1.79661e-02,0.0522281,0.19325
-1.79658e-02,0.0522922,0.187625
-1.79654e-02,0.0524187,0.190906
-1.79651e-02,0.0520016,0.190891
-1.79648e-02,0.0520984,0.19125
-1.79645e-02,0.0526937,0.192031
-1.79642e-02,0.0521516,0.19075
-1.79638e-02,0.0523766,0.189969
-1.79635e-02,0.0521328,0.191047
-1.79632e-02,0.0521625,0.193313
-1.79629e-02,0.0522359,0.186375
-1.79626e-02,0.0518719,0.193141
-1.79622e-02,0.0522859,0.185688
-1.79619e-02,0.0518719,0.194219
-1.79616e-02,0.0521422,0.191234
-1.79613e-02,0.052275,0.186578
-1.79610e-02,0.0522812,0.188938
-1.79606e-02,0.0520047,0.191516
-1.79603e-02,0.0523437,0.190656
-1.79600e-02,0.0521953,0.191625
-1.79597e-02,0.0519203,0.189953
-1.79594e-02,0.0522484,0.189359
-1.79590e-02,0.0521297,0.189156
-1.79587e-02,0.0520516,0.190141
-1.79584e-02,0.0524937,0.190391
-1.79581e-02,0.0520375,0.190906
-1.79578e-02,0.0519922,0.188063
-1.79574e-02,0.0520391,0.189172
-1.79571e-02,0.0525094,0.193344
-1.79568e-02,0.0519844,0.193859
-1.79565e-02,0.0524234,0.188047
-1.79562e-02,0.0522328,0.1955
-1.79558e-02,0.0519937,0.192703
-1.79555e-02,0.0518094,0.193
-1.79552e-02,0.0518281,0.191328
-1.79549e-02,0.0519312,0.191406
-1.79546e-02,0.0523812,0.189375
-1.79542e-02,0.0525078,0.195359
-1.79539e-02,0.0515281,0.188406
-1.79536e-02,0.0521875,0.193734
-1.79533e-02,0.0524812,0.189844
-1.79530e-02,0.0521984,0.189516
-1.79526e-02,0.0521125,0.192516
-1.79523e-02,0.0518656,0.190297
-1.79520e-02,0.0518891,0.191063
-1.79517e-02,0.0517484,0.191984
-1.79514e-02,0.0522437,0.188891
-1.79510e-02,0.05195,0.193422
-1.79507e-02,0.052,0.188672
-1.79504e-02,0.0522453,0.193359
-1.79501e-02,0.051925,0.190438
-1.79498e-02,0.0521937,0.192313
-1.79494e-02,0.0524281,0.189703
-1.79491e-02,0.0518516,0.189813
-1.79488e-02,0.0518312,0.189781
-1.79485e-02,0.0521828,0.191844
-1.79482e-02,0.0523391,0.188172
-1.79478e-02,0.0518156,0.191141
-1.79475e-02,0.0523406,0.188422
-1.79472e-02,0.0520453,0.187625
-1.79469e-02,0.0521609,0.191984
-1.79466e-02,0.0523281,0.190922
-1.79462e-02,0.0521875,0.188609
-1.79459e-02,0.0521828,0.190984
-1.79456e-02,0.0522297,0.185547
-1.79453e-02,0.0518719,0.184281
-1.79450e-02,0.052225,0.192484
-1.79446e-02,0.0522141,0.186953
-1.79443e-02,0.0524562,0.192047
-1.79440e-02,0.0524687,0.188109
-1.79437e-02,0.0524516,0.185859
-1.79434e-02,0.0521484,0.190734
-1.79430e-02,0.0520859,0.189391
-1.79427e-02,0.0522875,0.190359
-1.79424e-02,0.0525156,0.188438
-1.79421e-02,0.0522047,0.191359
-1.79418e-02,0.0518578,0.1885
-1.79414e-02,0.0525156,0.192797
-1.79411e-02,0.0519531,0.18875
-1.79408e-02,0.0521609,0.193125
-1.79405e-02,0.0524453,0.190828
-1.79402e-02,0.0520906,0.190234
-1.79398e-02,0.0519953,0.187891
-1.79395e-02,0.0519781,0.190219
-1.79392e-02,0.0519422,0.190594
-1.79389e-02,0.0521391,0.190297
-1.79386e-02,0.0520187,0.190266
-1.79382e-02,0.0524125,0.190188
-1.79379e-02,0.0518078,0.189438
-1.79376e-02,0.0519312,0.190609
-1.79373e-02,0.0523141,0.189391
-1.79370e-02,0.0523172,0.19175
-1.79366e-02,0.0526359,0.191188
-1.79363e-02,0.0522734,0.189891
-1.79360e-02,0.0521062,0.191734
-1.79357e-02,0.0524547,0.187125
-1.79354e-02,0.0516609,0.189
-1.79350e-02,0.0524141,0.18925
-1.79347e-02,0.0523859,0.190031
-1.79344e-02,0.0518266,0.188719
-1.79341e-02,0.0521922,0.187938
-1.79338e-02,0.0519375,0.184891
-1.79334e-02,0.0519609,0.189313
-1.79331e-02,0.0518766,0.187578
-1.79328e-02,0.0517016,0.184344
-1.79325e-02,0.0518531,0.189375
-1.79322e-02,0.0518344,0.189359
-1.79318e-02,0.0517531,0.188109
-1.79315e-02,0.0518375,0.186344
-1.79312e-02,0.0521766,0.188328
-1.79309e-02,0.0518656,0.186813
-1.79306e-02,0.0517922,0.187516
-1.79302e-02,0.0520187,0.188422
-1.79299e-02,0.0522437,0.184766
-1.79296e-02,0.0522859,0.187203
-1.79293e-02,0.0518516,0.188609
-1.79290e-02,0.0526516,0.183891
-1.79286e-02,0.0516141,0.191703
-1.79283e-02,0.0523391,0.187469
-1.79280e-02,0.0519828,0.185922
-1.79277e-02,0.0518078,0.190156
-1.79274e-02,0.0520094,0.187906
-1.79270e-02,0.0518,0.189375
-1.79267e-02,0.0520562,0.190266
-1.79264e-02,0.0519141,0.191203
-1.79261e-02,0.0519703,0.189719
-1.79258e-02,0.0520547,0.189141
-1.79254e-02,0.0521781,0.182625
-1.79251e-02,0.0520219,0.191547
-1.79248e-02,0.0522359,0.189609
-1.79245e-02,0.0519594,0.187016
-1.79242e-02,0.0515828,0.189641
-1.79238e-02,0.0520437,0.188578
-1.79235e-02,0.05205,0.188234
-1.79232e-02,0.0525078,0.192609
-1.79229e-02,0.0523797,0.186063
-1.79226e-02,0.0518844,0.192609
-1.79222e-02,0.0520734,0.184438
-1.79219e-02,0.0519266,0.193297
-1.79216e-02,0.0517516,0.186047
-1.79213e-02,0.0524266,0.189781
-1.79210e-02,0.0517812,0.185188
-1.79206e-02,0.0516719,0.187625
-1.79203e-02,0.0522406,0.188938
-1.79200e-02,0.0524703,0.189047
-1.79197e-02,0.0523469,0.185047
-1.79194e-02,0.0525375,0.188766
-1.79190e-02,0.0524094,0.188031
-1.79187e-02,0.0518344,0.188469
-1.79184e-02,0.0521937,0.184859
-1.79181e-02,0.0524375,0.186578
-1.79178e-02,0.0526656,0.184016
-1.79174e-02,0.0523562,0.188656
-1.79171e-02,0.0523406,0.183344
-1.79168e-02,0.0521719,0.188016
-1.79165e-02,0.0520516,0.187406
-1.79162e-02,0.0518937,0.185109
-1.79158e-02,0.0520984,0.183219
-1.79155e-02,0.0517219,0.187172
-1.79152e-02,0.0520281,0.182938
-1.79149e-02,0.0520641,0.185156
-1.79146e-02,0.0515437,0.182516
-1.79142e-02,0.0523781,0.185938
-1.79139e-02,0.0525844,0.189531
-1.79136e-02,0.0526484,0.189297
-1.79133e-02,0.0522828,0.185656
-1.79130e-02,0.0525172,0.185828
-1.79126e-02,0.0522953,0.188547
-1.79123e-02,0.0523984,0.185594
-1.79120e-02,0.0521469,0.188281
-1.79117e-02,0.0520094,0.186031
-1.79114e-02,0.05215,0.187797
-1.79110e-02,0.0520875,0.189
-1.79107e-02,0.0521297,0.185469
-1.79104e-02,0.0516859,0.190344
-1.79101e-02,0.0519234,0.186484
-1.79098e-02,0.0521953,0.186188
-1.79094e-02,0.0520797,0.185563
-1.79091e-02,0.051925,0.187547
-1.79088e-02,0.052375,0.1875
-1.79085e-02,0.0519234,0.191594
-1.79082e-02,0.05275,0.186859
-1.79078e-02,0.052225,0.187469
-1.79075e-02,0.0524406,0.186422
-1.79072e-02,0.052125,0.186531
-1.79069e-02,0.0517469,0.185969
-1.79066e-02,0.0522641,0.187156
-1.79062e-02,0.0516,0.185203
-1.79059e-02,0.0519203,0.189875
-1.79056e-02,0.0522531,0.184688
-1.79053e-02,0.0520312,0.183953
-1.79050e-02,0.0516484,0.184797
-1.79046e-02,0.0521922,0.183891
-1.79043e-02,0.0517984,0.183875
-1.79040e-02,0.0517125,0.182984
-1.79037e-02,0.0520766,0.186047
-1.79034e-02,0.0525094,0.18325
-1.79030e-02,0.0519687,0.184703
-1.79027e-02,0.0517562,0.184547
-1.79024e-02,0.0520609,0.184516
-1.79021e-02,0.0520234,0.186172
-1.79018e-02,0.0516125,0.185859
-1.79014e-02,0.0515766,0.186203
-1.79011e-02,0.0518547,0.182438
-1.79008e-02,0.0518562,0.185047
-1.79005e-02,0.0520641,0.184672
-1.79002e-02,0.0520797,0.186594
-1.78998e-02,0.0522344,0.184578
-1.78995e-02,0.0521547,0.184125
-1.78992e-02,0.0517703,0.187438
-1.78989e-02,0.0519562,0.183703
-1.78986e-02,0.05185,0.185891
-1.78982e-02,0.0522281,0.185156
-1.78979e-02,0.0523969,0.182078
-1.78976e-02,0.0519031,0.185422
-1.78973e-02,0.0518719,0.183328
-1.78970e-02,0.0519766,0.185453
-1.78966e-02,0.0524719,0.186766
-1.78963e-02,0.0521,0.182594
-1.78960e-02,0.0520297,0.180922
-1.78957e-02,0.0515312,0.185969
-1.78954e-02,0.0520937,0.186359
-1.78950e-02,0.0520094,0.185
-1.78947e-02,0.0519781,0.186641
-1.78944e-02,0.0515656,0.183688
-1.78941e-02,0.0516781,0.185453
-1.78938e-02,0.0521766,0.18625
-1.78934e-02,0.0518516,0.186938
-1.78931e-02,0.0523187,0.186672
-1.78928e-02,0.0518281,0.183203
-1.78925e-02,0.0520594,0.185516
-1.78922e-02,0.0519656,0.184234
-1.78918e-02,0.0517578,0.189063
-1.78915e-02,0.0520859,0.181906
-1.78912e-02,0.0516234,0.185031
-1.78909e-02,0.0519891,0.188109
-1.78906e-02,0.0516687,0.184016
-1.78902e-02,0.0521828,0.184281
-1.78899e-02,0.0519844,0.187547
-1.78896e-02,0.0517672,0.183047
-1.78893e-02,0.0521969,0.187641
-1.78890e-02,0.0520187,0.184781
-1.78886e-02,0.0518187,0.18175
-1.78883e-02,0.0520406,0.186281
-1.78880e-02,0.0519437,0.183281
-1.78877e-02,0.0515812,0.182547
-1.78874e-02,0.0511672,0.182969
-1.78870e-02,0.0514984,0.185688
-1.78867e-02,0.0518859,0.182516
-1.78864e-02,0.051575,0.183984
-1.78861e-02,0.0516578,0.184422
-1.78858e-02,0.0517953,0.181859
-1.78854e-02,0.0514641,0.184313
-1.78851e-02,0.0515156,0.183203
-1.78848e-02,0.0519734,0.180703
-1.78845e-02,0.0521828,0.181938
-1.78842e-02,0.0517969,0.183797
-1.78838e-02,0.0513859,0.181406
-1.78835e-02,0.0518328,0.184969
-1.78832e-02,0.0517406,0.181484
-1.78829e-02,0.0514812,0.1845
-1.78826e-02,0.0515406,0.182375
-1.78822e-02,0.0516625,0.179438
-1.78819e-02,0.0510031,0.183563
-1.78816e-02,0.0516641,0.184672
-1.78813e-02,0.0515328,0.183359
-1.78810e-02,0.0515984,0.182156
-1.78806e-02,0.0516875,0.185484
-1.78803e-02,0.051825,0.183266
-1.78800e-02,0.0516297,0.188797
-1.78797e-02,0.0514797,0.184031
-1.78794e-02,0.0520687,0.182172
-1.78790e-02,0.0514531,0.184813
-1.78787e-02,0.0520281,0.183094
-1.78784e-02,0.0512531,0.183188
-1.78781e-02,0.0517781,0.186891
-1.78778e-02,0.0517156,0.184266
-1.78774e-02,0.0510406,0.183703
-1.78771e-02,0.05195,0.183156
-1.78768e-02,0.0515672,0.184109
-1.78765e-02,0.0512953,0.184266
-1.78762e-02,0.0518312,0.184078
-1.78758e-02,0.0514906,0.185094
-1.78755e-02,0.0519031,0.183547
-1.78752e-02,0.0511094,0.185125
-1.78749e-02,0.0516125,0.179484
-1.78746e-02,0.0513859,0.186531
-1.78742e-02,0.0515547,0.180578
-1.78739e-02,0.0516703,0.181688
-1.78736e-02,0.0516516,0.185156
-1.78733e-02,0.0520562,0.182219
-1.78730e-02,0.0515734,0.182516
-1.78726e-02,0.0515062,0.179734
-1.78723e-02,0.0514297,0.179516
-1.78720e-02,0.0514781,0.181094
-1.78717e-02,0.0513844,0.181328
-1.78714e-02,0.0514766,0.180156
-1.78710e-02,0.0519219,0.182734
-1.78707e-02,0.0510234,0.179375
-1.78704e-02,0.0513969,0.178531
-1.78701e-02,0.0517187,0.182609
-1.78698e-02,0.0515297,0.180594
-1.78694e-02,0.0513094,0.177688
-1.78691e-02,0.0510812,0.182703
-1.78688e-02,0.0517594,0.179703
-1.78685e-02,0.0514078,0.182109
-1.78682e-02,0.0513625,0.181578
-1.78678e-02,0.0516984,0.181375
-1.78675e-02,0.0515047,0.182344
-1.78672e-02,0.0513516,0.179844
-1.78669e-02,0.0514828,0.182438
-1.78666e-02,0.0510125,0.181719
-1.78662e-02,0.0509234,0.183875
-1.78659e-02,0.0512031,0.182406
-1.78656e-02,0.0513109,0.181172
-1.78653e-02,0.051575,0.185266
-1.78650e-02,0.0513062,0.180359
-1.78646e-02,0.0516453,0.182766
-1.78643e-02,0.0514781,0.181328
-1.78640e-02,0.0510656,0.185125
-1.78637e-02,0.0518359,0.181563
-1.78634e-02,0.0512922,0.183938
-1.78630e-02,0.051375,0.179078
-1.78627e-02,0.0513125,0.185016
-1.78624e-02,0.0515484,0.182984
-1.78621e-02,0.0511859,0.179797
-1.78618e-02,0.0515219,0.183203
-1.78614e-02,0.0515297,0.182219
-1.78611e-02,0.0513812,0.179766
-1.78608e-02,0.0514687,0.180641
-1.78605e-02,0.0513562,0.181734
-1.78602e-02,0.0515797,0.179906
-1.78598e-02,0.0516078,0.182297
-1.78595e-02,0.0513891,0.179125
-1.78592e-02,0.0514344,0.181672
-1.78589e-02,0.0512922,0.183578
-1.78586e-02,0.0512109,0.181344
-1.78582e-02,0.0516219,0.181422
-1.78579e-02,0.0515219,0.184219
-1.78576e-02,0.0515453,0.179344
-1.78573e-02,0.0511578,0.177078
-1.78570e-02,0.0514734,0.183281
-1.78566e-02,0.051625,0.177156
-1.78563e-02,0.0515062,0.182563
-1.78560e-02,0.0514094,0.179375
-1.78557e-02,0.0514516,0.181922
-1.78554e-02,0.0512844,0.179859
-1.78550e-02,0.0508641,0.180953
-1.78547e-02,0.0513812,0.179672
-1.78544e-02,0.0512,0.18175
-1.78541e-02,0.0515609,0.180609
-1.78538e-02,0.0513203,0.177578
-1.78534e-02,0.0512375,0.181906
-1.78531e-02,0.0512734,0.178797
-1.78528e-02,0.0516203,0.181344
-1.78525e-02,0.0516094,0.180656
-1.78522e-02,0.0511969,0.182266
-1.78518e-02,0.0515187,0.180672
-1.78515e-02,0.0508516,0.178672
-1.78512e-02,0.0513969,0.182219
-1.78509e-02,0.0516484,0.181766
-1.78506e-02,0.0515219,0.181641
-1.78502e-02,0.051725,0.181
-1.78499e-02,0.051525,0.184188
-1.78496e-02,0.0515266,0.180094
-1.78493e-02,0.0514187,0.180531
-1.78490e-02,0.0513562,0.180984
-1.78486e-02,0.0512734,0.182625
-1.78483e-02,0.0510484,0.181844
-1.78480e-02,0.0513422,0.183047
-1.78477e-02,0.0513062,0.180203
-1.78474e-02,0.0514656,0.184016
-1.78470e-02,0.0508953,0.179641
-1.78467e-02,0.0510641,0.181063
-1.78464e-02,0.0513656,0.178813
-1.78461e-02,0.0512656,0.182578
-1.78458e-02,0.0511297,0.180203
-1.78454e-02,0.0515875,0.177156
-1.78451e-02,0.0514969,0.182375
-1.78448e-02,0.0515844,0.179969
-1.78445e-02,0.0511219,0.180375
-1.78442e-02,0.0512141,0.17875
-1.78438e-02,0.0515281,0.179125
-1.78435e-02,0.0512719,0.178859
-1.78432e-02,0.0513922,0.177422
-1.78429e-02,0.0516594,0.178938
-1.78426e-02,0.0514578,0.176359
-1.78422e-02,0.0511859,0.179375
-1.78419e-02,0.0510922,0.176625
-1.78416e-02,0.0510797,0.181063
-1.78413e-02,0.0513406,0.177172
-1.78410e-02,0.0514922,0.177125
-1.78406e-02,0.0514922,0.178766
-1.78403e-02,0.0510297,0.178438
-1.78400e-02,0.0509234,0.179219
-1.78397e-02,0.0515375,0.180656
-1.78394e-02,0.0513516,0.178344
-1.78390e-02,0.0512547,0.177063
-1.78387e-02,0.0517266,0.181641
-1.78384e-02,0.0513297,0.176922
-1.78381e-02,0.0511312,0.180563
-1.78378e-02,0.0516937,0.177422
-1.78374e-02,0.0507031,0.179672
-1.78371e-02,0.0514687,0.177
-1.78368e-02,0.0510109,0.182516
-1.78365e-02,0.0512984,0.177141
-1.78362e-02,0.0515281,0.181469
-1.78358e-02,0.0513969,0.178875
-1.78355e-02,0.0511609,0.178906
-1.78352e-02,0.0515984,0.181313
-1.78349e-02,0.0513031,0.179734
-1.78346e-02,0.0510781,0.181688
-1.78342e-02,0.0507516,0.180688
-1.78339e-02,0.0512828,0.178953
-1.78336e-02,0.0515172,0.179953
-1.78333e-02,0.0511625,0.179172
-1.78330e-02,0.0511516,0.180594
-1.78326e-02,0.0513109,0.178016
-1.78323e-02,0.0510953,0.183922
-1.78320e-02,0.0514062,0.176797
-1.78317e-02,0.0508266,0.181875
-1.78314e-02,0.0515625,0.176531
-1.78310e-02,0.0507281,0.179219
-1.78307e-02,0.051025,0.178375
-1.78304e-02,0.0512469,0.181281
-1.78301e-02,0.0514047,0.178313
-1.78298e-02,0.0512562,0.177938
-1.78294e-02,0.0512969,0.178484
-1.78291e-02,0.0512875,0.179141
-1.78288e-02,0.0514734,0.177281
-1.78285e-02,0.0510875,0.176797
-1.78282e-02,0.0512953,0.174609
-1.78278e-02,0.0515219,0.178109
-1.78275e-02,0.0514578,0.176938
-1.78272e-02,0.0512219,0.176359
-1.78269e-02,0.0509641,0.176594
-1.78266e-02,0.0513172,0.177109
-1.78262e-02,0.0513578,0.174078
-1.78259e-02,0.0509734,0.178891
-1.78256e-02,0.0513047,0.177859
-1.78253e-02,0.0510625,0.176
-1.78250e-02,0.0511687,0.178031
-1.78246e-02,0.0511281,0.176313
-1.78243e-02,0.0511797,0.178578
-1.78240e-02,0.0513078,0.177469
-1.78237e-02,0.0516859,0.174766
-1.78234e-02,0.0511422,0.177875
-1.78230e-02,0.0515406,0.174688
-1.78227e-02,0.0508516,0.177609
-1.78224e-02,0.0515687,0.179484
-1.78221e-02,0.0510891,0.177703
-1.78218e-02,0.0509828,0.17725
-1.78214e-02,0.0507672,0.176609
-1.78211e-02,0.0509484,0.177406
-1.78208e-02,0.0512125,0.176766
-1.78205e-02,0.0515375,0.178516
-1.78202e-02,0.051175,0.179891
-1.78198e-02,0.0514594,0.174125
-1.78195e-02,0.0508672,0.179609
-1.78192e-02,0.0507531,0.179266
-1.78189e-02,0.0512484,0.181016
-1.78186e-02,0.0511891,0.178125
-1.78182e-02,0.0511297,0.178594
-1.78179e-02,0.0513297,0.175438
-1.78176e-02,0.0516172,0.180281
-1.78173e-02,0.05115,0.176078
-1.78170e-02,0.0510312,0.175734
-1.78166e-02,0.05135,0.17675
-1.78163e-02,0.0510141,0.176969
-1.78160e-02,0.0513703,0.176141
-1.78157e-02,0.0509516,0.179047
-1.78154e-02,0.0510016,0.175594
-1.78150e-02,0.0510172,0.179172
-1.78147e-02,0.0517453,0.175906
-1.78144e-02,0.0515469,0.179516
-1.78141e-02,0.0516953,0.176266
-1.78138e-02,0.0510922,0.177516
-1.78134e-02,0.0512469,0.176313
-1.78131e-02,0.0514656,0.176766
-1.78128e-02,0.051225,0.178797
-1.78125e-02,0.0511547,0.173797
-1.78122e-02,0.0512703,0.177844
-1.78118e-02,0.0511359,0.174578
-1.78115e-02,0.0512875,0.174188
-1.78112e-02,0.0512344,0.178469
-1.78109e-02,0.0517297,0.176141
-1.78106e-02,0.0512406,0.175719
-1.78102e-02,0.0506094,0.175484
-1.78099e-02,0.0510437,0.175906
-1.78096e-02,0.0509812,0.174688
-1.78093e-02,0.0511766,0.177031
-1.78090e-02,0.0511734,0.174266
-1.78086e-02,0.0509719,0.177844
-1.78083e-02,0.0508875,0.175688
-1.78080e-02,0.0517109,0.173766
-1.78077e-02,0.0513172,0.175188
-1.78074e-02,0.0511578,0.177922
-1.78070e-02,0.0511125,0.173141
-1.78067e-02,0.0512859,0.181109
-1.78064e-02,0.0511172,0.174078
-1.78061e-02,0.0509828,0.178688
-1.78058e-02,0.0511406,0.176688
-1.78054e-02,0.0510953,0.175234
-1.78051e-02,0.0507344,0.178906
-1.78048e-02,0.0507437,0.176844
-1.78045e-02,0.0511,0.173375
-1.78042e-02,0.0507812,0.17425
-1.78038e-02,0.0513687,0.177984
-1.78035e-02,0.0516078,0.175156
-1.78032e-02,0.0513562,0.177016
-1.78029e-02,0.0515641,0.177031
-1.78026e-02,0.0513875,0.175547
-1.78022e-02,0.0511891,0.177391
-1.78019e-02,0.0509312,0.175531
-1.78016e-02,0.051475,0.178422
-1.78013e-02,0.0514594,0.177938
-1.78010e-02,0.0512172,0.175938
-1.78006e-02,0.0516891,0.174359
-1.78003e-02,0.051425,0.1765
-1.78000e-02,0.0513203,0.175125
-1.77997e-02,0.0518641,0.175094
-1.77994e-02,0.0512922,0.176484
-1.77990e-02,0.0508703,0.175109
-1.77987e-02,0.0512203,0.175609
-1.77984e-02,0.0512594,0.175609
-1.77981e-02,0.0514172,0.174797
-1.77978e-02,0.0512266,0.173172
-1.77974e-02,0.0510937,0.175797
-1.77971e-02,0.0507781,0.172375
-1.77968e-02,0.0512469,0.176625
-1.77965e-02,0.0507453,0.172078
-1.77962e-02,0.0512031,0.176891
-1.77958e-02,0.0508297,0.172641
-1.77955e-02,0.0511781,0.177734
-1.77952e-02,0.0507437,0.173578
-1.77949e-02,0.0511312,0.175344
-1.77946e-02,0.0512125,0.173531
-1.77942e-02,0.0510719,0.176344
-1.77939e-02,0.0514391,0.176375
-1.77936e-02,0.0514078,0.175328
-1.77933e-02,0.0510219,0.173125
-1.77930e-02,0.0512469,0.17225
-1.77926e-02,0.0510703,0.173547
-1.77923e-02,0.0510625,0.175266
-1.77920e-02,0.0508328,0.176188
-1.77917e-02,0.0512922,0.176156
-1.77914e-02,0.0514406,0.170344
-1.77910e-02,0.0514328,0.178859
-1.77907e-02,0.0510953,0.176688
-1.77904e-02,0.0510328,0.173844
-1.77901e-02,0.0512828,0.176984
-1.77898e-02,0.0513328,0.177328
-1.77894e-02,0.051175,0.174563
-1.77891e-02,0.0514062,0.177234
-1.77888e-02,0.0512469,0.173469
-1.77885e-02,0.0509516,0.179031
-1.77882e-02,0.0513531,0.175141
-1.77878e-02,0.0510922,0.1745
-1.77875e-02,0.0511625,0.173359
-1.77872e-02,0.0514844,0.176578
-1.77869e-02,0.050725,0.172469
-1.77866e-02,0.0514297,0.173828
-1.77862e-02,0.0511828,0.175406
-1.77859e-02,0.0513656,0.175656
-1.77856e-02,0.0515656,0.173984
-1.77853e-02,0.0510062,0.177266
-1.77850e-02,0.0513422,0.175531
-1.77846e-02,0.0513359,0.171969
-1.77843e-02,0.0510406,0.176828
-1.77840e-02,0.0514219,0.173578
-1.77837e-02,0.0512109,0.175828
-1.77834e-02,0.0513531,0.175234
-1.77830e-02,0.0510937,0.171531
-1.77827e-02,0.0510047,0.174594
-1.77824e-02,0.0509375,0.173078
-1.77821e-02,0.0510328,0.173391
-1.77818e-02,0.0507859,0.171359
-1.77814e-02,0.0509016,0.17525
-1.77811e-02,0.0513281,0.171391
-1.77808e-02,0.0505969,0.177188
-1.77805e-02,0.0510891,0.171516
-1.77802e-02,0.0507219,0.172234
-1.77798e-02,0.0509297,0.174328
-1.77795e-02,0.0509797,0.172688
-1.77792e-02,0.0513531,0.172688
-1.77789e-02,0.0508344,0.172766
-1.77786e-02,0.0510578,0.173
-1.77782e-02,0.0515391,0.176328
-1.77779e-02,0.0514453,0.173828
-1.77776e-02,0.0509578,0.174531
-1.77773e-02,0.0511609,0.173797
-1.77770e-02,0.0512422,0.175266
-1.77766e-02,0.0513437,0.172719
-1.77763e-02,0.0513875,0.173406
-1.77760e-02,0.0515187,0.171875
-1.77757e-02,0.0515969,0.17725
-1.77754e-02,0.0515672,0.173953
-1.77750e-02,0.0516656,0.175938
-1.77747e-02,0.0510906,0.168766
-1.77744e-02,0.0516141,0.177484
-1.77741e-02,0.0511641,0.168391
-1.77738e-02,0.0510531,0.175813
-1.77734e-02,0.0514984,0.172672
-1.77731e-02,0.0509766,0.176875
-1.77728e-02,0.0512469,0.173547
-1.77725e-02,0.0516969,0.174297
-1.77722e-02,0.0517891,0.175063
