Data run started at:  Tuesday, October 17, 2017	2:34:24 PM
magnet(A)	lockin1(V)	lockin2(V)	time (sec)
2.484033	0.377461	0.147870	72.479000
2.501616	0.376482	0.149412	72.979000
2.520596	0.375642	0.150690	73.479000
2.541618	0.375143	0.151941	73.979000
2.561651	0.374458	0.153161	74.479000
2.581610	0.373492	0.154420	74.979000
2.600643	0.372855	0.155659	75.479000
2.619728	0.372297	0.156909	75.979000
2.641885	0.371554	0.158267	76.480000
2.662839	0.370673	0.159569	76.979000
2.683975	0.369893	0.160966	77.479000
2.704044	0.369293	0.162307	77.979000
2.723919	0.368735	0.163583	78.480000
2.744885	0.368233	0.164796	78.979000
2.766054	0.367644	0.166277	79.479000
2.786538	0.366796	0.167660	79.980000
2.806895	0.366121	0.169159	80.479000
2.829153	0.365789	0.170599	80.979000
2.851143	0.365504	0.171864	81.479000
2.871051	0.365187	0.173055	81.980000
2.891868	0.364700	0.174393	82.479000
2.912805	0.363852	0.175879	82.979000
2.931761	0.362835	0.177429	83.479000
2.954233	0.362083	0.178872	83.979000
2.976644	0.361405	0.180375	84.479000
2.999134	0.360908	0.181862	84.979000
3.021429	0.360394	0.183326	85.479000
3.042499	0.359958	0.184681	85.979000
3.064358	0.359494	0.186041	86.479000
3.083783	0.358884	0.187445	86.979000
3.103205	0.358406	0.188847	87.479000
3.123838	0.358021	0.190251	87.979000
3.144730	0.357798	0.191593	88.480000
3.167666	0.357325	0.192991	88.979000
3.187688	0.356730	0.194467	89.479000
3.208375	0.356153	0.196058	89.979000
3.229068	0.355499	0.197419	90.479000
3.250506	0.355192	0.198785	90.979000
3.270084	0.354933	0.200182	91.479000
3.290078	0.354794	0.201505	91.979000
3.311530	0.354402	0.202673	92.479000
3.332854	0.353721	0.203864	92.980000
3.353269	0.352991	0.205194	93.479000
3.373099	0.351713	0.206436	93.980000
3.393830	0.350659	0.207751	94.479000
3.414762	0.350181	0.209053	94.979000
3.435069	0.349847	0.210500	95.479000
3.454382	0.349654	0.211936	95.979000
3.474826	0.349439	0.213367	96.480000
3.494238	0.349264	0.214862	96.979000
3.515032	0.349111	0.216190	97.480000
3.537493	0.349023	0.217544	97.979000
3.559559	0.348721	0.218867	98.479000
3.580947	0.348059	0.220294	98.979000
3.602513	0.347211	0.221684	99.479000
3.623600	0.346432	0.223120	99.979000
3.643960	0.345702	0.224658	100.479000
3.664164	0.345171	0.226250	100.979000
3.684732	0.345057	0.227805	101.479000
3.706189	0.345005	0.229108	101.979000
3.728961	0.344974	0.230495	102.479000
3.750376	0.345083	0.231942	102.980000
3.771795	0.345138	0.233376	103.479000
3.793703	0.345177	0.234771	103.980000
3.815925	0.344872	0.236191	104.479000
3.837938	0.344112	0.237659	104.979000
3.857632	0.342970	0.239036	105.479000
3.877434	0.341813	0.240379	105.979000
3.898364	0.340901	0.241711	106.480000
3.920976	0.340132	0.242990	106.979000
3.942449	0.339455	0.244368	107.480000
3.962223	0.339008	0.245646	107.979000
3.980199	0.338801	0.247051	108.479000
3.997179	0.338860	0.248346	108.979000
4.017525	0.339091	0.249785	109.479000
4.037772	0.339394	0.251286	109.979000
4.056996	0.340066	0.252796	110.479000
4.075944	0.340958	0.254180	110.979000
4.096756	0.341761	0.255714	111.479000
4.117061	0.341964	0.257336	111.980000
4.136627	0.341788	0.258897	112.479000
4.155567	0.341284	0.260336	112.980000
4.175460	0.340585	0.261608	113.479000
4.195397	0.339568	0.262949	113.980000
4.215368	0.338633	0.264347	114.479000
4.234523	0.337437	0.265768	114.979000
4.254398	0.336399	0.267010	115.479000
4.274109	0.335738	0.268238	115.979000
4.295109	0.335210	0.269378	116.480000
4.315474	0.334556	0.270509	116.979000
4.338062	0.334170	0.271759	117.479000
4.359837	0.334220	0.273124	117.979000
4.379224	0.334783	0.274359	118.479000
4.398317	0.335667	0.275697	118.979000
4.419741	0.336824	0.277015	119.479000
4.439064	0.337904	0.278140	119.979000
4.458853	0.338949	0.279224	120.479000
4.480599	0.339986	0.280550	120.979000
4.502511	0.340644	0.281859	121.479000
4.522742	0.340591	0.283155	121.980000
4.544101	0.339789	0.284527	122.479000
4.563931	0.338515	0.285882	122.979000
4.584707	0.337262	0.287274	123.479000
4.605715	0.335814	0.288571	123.979000
4.625377	0.334030	0.290025	124.479000
4.645413	0.332358	0.291520	124.979000
4.665224	0.330712	0.293198	125.479000
4.685175	0.329374	0.294874	125.979000
4.705811	0.328277	0.296405	126.479000
4.725534	0.327596	0.297684	126.979000
4.745715	0.327636	0.298931	127.479000
4.765564	0.328397	0.300204	127.979000
4.785388	0.329349	0.301443	128.479000
4.805289	0.330814	0.302703	128.979000
4.825745	0.332584	0.303899	129.480000
4.846277	0.334420	0.305003	129.979000
4.865947	0.336540	0.305996	130.479000
4.888009	0.338866	0.307098	130.979000
4.908325	0.340930	0.308322	131.479000
4.928127	0.342465	0.309698	131.980000
4.948343	0.343405	0.311257	132.479000
4.969096	0.343858	0.313037	132.979000
4.989893	0.344034	0.314531	133.479000
5.010172	0.343642	0.315945	133.979000
5.030143	0.342450	0.317368	134.479000
5.050479	0.340914	0.318749	134.979000
5.072425	0.338750	0.320267	135.479000
5.093317	0.336201	0.321595	135.979000
5.113001	0.333536	0.322853	136.479000
5.133791	0.330822	0.324062	136.979000
5.152659	0.328365	0.325304	137.479000
5.173259	0.326351	0.326737	137.979000
5.194244	0.324850	0.328189	138.479000
5.215714	0.323803	0.329587	138.979000
5.236774	0.323232	0.331001	139.480000
5.254408	0.323345	0.332556	139.979000
5.275361	0.324186	0.333903	140.479000
5.295255	0.325492	0.335145	140.979000
5.314539	0.327232	0.336179	141.479000
5.334749	0.329317	0.337092	141.980000
5.355188	0.332079	0.338152	142.479000
5.377997	0.335351	0.339346	142.980000
5.399463	0.338808	0.340534	143.479000
5.419212	0.342434	0.341764	143.979000
5.439011	0.345661	0.343149	144.479000
5.459366	0.348645	0.344618	144.979000
5.479439	0.351456	0.346096	145.479000
5.500330	0.353599	0.347583	145.979000
5.521626	0.354964	0.349108	146.479000
5.540249	0.355516	0.350645	146.979000
5.558941	0.355344	0.352122	147.479000
5.579656	0.354695	0.353554	147.979000
5.599163	0.353307	0.354994	148.480000
5.619593	0.351143	0.356358	148.979000
5.642298	0.348687	0.357757	149.479000
5.664893	0.345822	0.359244	149.979000
5.683126	0.342619	0.360794	150.479000
5.703451	0.339106	0.362390	150.979000
5.724622	0.335593	0.363962	151.479000
5.744147	0.332066	0.365414	151.980000
5.764338	0.328718	0.366768	152.479000
5.782947	0.325514	0.368151	152.979000
5.802470	0.322770	0.369609	153.479000
5.822650	0.320768	0.370974	153.979000
5.845115	0.319432	0.372018	154.479000
5.863902	0.318524	0.372910	154.979000
5.884922	0.318420	0.373877	155.479000
5.905917	0.319113	0.375003	155.979000
5.927121	0.320800	0.376227	156.479000
5.945697	0.323372	0.377463	156.979000
5.968529	0.326728	0.378706	157.479000
5.990056	0.330895	0.379911	157.979000
6.007612	0.335500	0.381125	158.480000
6.023099	0.340110	0.382335	158.979000
6.043151	0.344983	0.383575	159.479000
6.066195	0.349958	0.384856	159.979000
6.082800	0.355151	0.386218	160.479000
6.100418	0.360115	0.387456	160.979000
6.119679	0.364623	0.388631	161.480000
6.139133	0.368813	0.389906	161.979000
6.159597	0.372610	0.391236	162.479000
6.179216	0.375805	0.392573	162.979000
6.196781	0.378483	0.393946	163.479000
6.214894	0.380491	0.395106	163.979000
6.234112	0.381735	0.396440	164.479000
6.253888	0.382207	0.397848	164.980000
6.269817	0.381831	0.399154	165.479000
6.288681	0.380969	0.400569	165.979000
6.306964	0.379936	0.401999	166.479000
6.328462	0.378500	0.403482	166.980000
6.346906	0.376591	0.405045	167.479000
6.364759	0.373876	0.406602	167.979000
6.384265	0.370345	0.407946	168.480000
6.401033	0.366767	0.409221	168.979000
6.423697	0.362959	0.410599	169.479000
6.445089	0.358536	0.411948	169.979000
6.462881	0.353905	0.413207	170.479000
6.480792	0.348801	0.414543	170.979000
6.498648	0.343568	0.415768	171.479000
6.517386	0.338552	0.417006	171.979000
6.536603	0.333716	0.418306	172.479000
6.557023	0.328683	0.419710	172.979000
6.575063	0.324417	0.421130	173.479000
6.593093	0.320583	0.422469	173.979000
6.612234	0.317235	0.423627	174.479000
6.630943	0.314874	0.424660	174.980000
6.652361	0.313195	0.425766	175.479000
6.671304	0.312391	0.426837	175.979000
6.690363	0.312564	0.428013	176.479000
6.707672	0.313537	0.429359	176.980000
6.727317	0.315412	0.430669	177.480000
6.747976	0.318074	0.431676	177.979000
6.767351	0.321547	0.432493	178.480000
6.787666	0.325942	0.433301	178.979000
6.805191	0.331292	0.434203	179.479000
6.826874	0.337430	0.435125	179.979000
6.847031	0.344127	0.436008	180.479000
6.866199	0.351274	0.437058	180.979000
6.886829	0.358930	0.438137	181.479000
6.906488	0.366506	0.439325	181.979000
6.926019	0.374249	0.440619	182.479000
6.946118	0.381925	0.441869	182.979000
6.966256	0.389362	0.443093	183.479000
6.986213	0.396384	0.444401	183.980000
7.005100	0.402927	0.445650	184.479000
7.026896	0.409168	0.446994	184.979000
7.048085	0.415028	0.448538	185.479000
7.068317	0.420321	0.450235	185.979000
7.087592	0.425122	0.451780	186.479000
7.106647	0.429118	0.453195	186.979000
7.127728	0.432492	0.454278	187.479000
7.147464	0.435158	0.455341	187.979000
7.166503	0.436801	0.456721	188.479000
7.184082	0.437384	0.458228	188.979000
7.203103	0.437268	0.459670	189.479000
7.222737	0.436964	0.461103	189.979000
7.243315	0.436233	0.462608	190.480000
7.261856	0.434908	0.464177	190.979000
7.281750	0.433008	0.465893	191.479000
7.301169	0.430404	0.467706	191.979000
7.321576	0.427419	0.469393	192.479000
7.342478	0.423974	0.470979	192.980000
7.361369	0.420237	0.472247	193.479000
7.380602	0.415940	0.473521	193.980000
7.399016	0.410993	0.474838	194.479000
7.419611	0.405610	0.476187	194.979000
7.439682	0.399610	0.477772	195.479000
7.459203	0.393234	0.479597	195.980000
7.478883	0.386741	0.481385	196.479000
7.498358	0.380024	0.482975	196.979000
7.518433	0.373216	0.484435	197.479000
7.538458	0.366167	0.485957	197.979000
7.558945	0.359005	0.487333	198.480000
7.580221	0.351754	0.488650	198.979000
7.602032	0.344710	0.489951	199.479000
7.624146	0.337845	0.491186	199.979000
7.644239	0.331440	0.492286	200.480000
7.665358	0.325600	0.493492	200.979000
7.685065	0.320224	0.494653	201.479000
7.705585	0.315616	0.495838	201.979000
7.725943	0.311434	0.497007	202.479000
7.746633	0.308285	0.498165	202.981000
7.767572	0.306427	0.499311	203.479000
7.788801	0.305941	0.500528	203.980000
7.809696	0.306759	0.501517	204.479000
7.831118	0.308693	0.502489	204.980000
7.852693	0.311542	0.503465	205.479000
7.873035	0.316068	0.504431	205.979000
7.892661	0.322151	0.505431	206.479000
7.911490	0.329582	0.506581	206.979000
7.930162	0.338109	0.507792	207.479000
7.947951	0.347805	0.508737	207.979000
7.967112	0.358211	0.509665	208.479000
7.986331	0.369009	0.510649	208.979000
8.006994	0.380242	0.511803	209.480000
8.027519	0.391898	0.512909	209.979000
8.046861	0.403427	0.513960	210.480000
8.065542	0.414847	0.515185	210.979000
8.084119	0.426255	0.516407	211.480000
8.105175	0.437568	0.517565	211.979000
8.125711	0.448732	0.518657	212.479000
8.146437	0.459769	0.519758	212.979000
8.166156	0.470414	0.520830	213.479000
8.185536	0.480183	0.521935	213.980000
8.205678	0.489193	0.523036	214.479000
8.224280	0.497893	0.524189	214.979000
8.244016	0.505979	0.525436	215.479000
8.264832	0.513315	0.526788	215.979000
8.283798	0.519968	0.528272	216.479000
8.304180	0.525754	0.529792	216.980000
8.324715	0.530848	0.531272	217.479000
8.343655	0.535513	0.532629	217.979000
8.362609	0.539985	0.534089	218.479000
8.382473	0.543578	0.535515	218.979000
8.402411	0.546330	0.536853	219.480000
8.423124	0.548720	0.538261	219.979000
8.444808	0.550334	0.539787	220.480000
8.463653	0.550948	0.541186	220.979000
8.484259	0.551012	0.542511	221.479000
8.505115	0.550623	0.543854	221.979000
8.525473	0.549517	0.545272	222.479000
8.545444	0.547577	0.546891	222.979000
8.564424	0.545225	0.548603	223.479000
8.583618	0.542475	0.550285	223.980000
8.604506	0.539218	0.551776	224.479000
8.625681	0.535118	0.553258	224.979000
8.646161	0.530833	0.554769	225.479000
8.667059	0.526009	0.556413	225.980000
8.686975	0.521296	0.558236	226.479000
8.707870	0.516270	0.559943	226.979000
8.727655	0.511156	0.561631	227.479000
8.749475	0.505602	0.563315	227.979000
8.769206	0.499638	0.564899	228.479000
8.788828	0.493395	0.566524	228.979000
8.808605	0.486943	0.568224	229.480000
8.826789	0.480203	0.569951	229.979000
8.846573	0.473060	0.571336	230.479000
8.864011	0.465565	0.572955	230.979000
8.882959	0.457648	0.574543	231.479000
8.902362	0.449438	0.576312	231.979000
8.921994	0.441101	0.578044	232.479000
8.942545	0.432677	0.579636	232.979000
8.962308	0.424107	0.581015	233.479000
8.982467	0.415302	0.582410	233.980000
9.001666	0.406330	0.584016	234.479000
9.021151	0.397432	0.585669	234.980000
9.040120	0.388393	0.587251	235.479000
9.059396	0.379513	0.588661	235.979000
9.078168	0.370558	0.589972	236.479000
9.098627	0.361333	0.591172	236.979000
9.118497	0.352205	0.592495	237.479000
9.138054	0.343657	0.593789	237.979000
9.158212	0.335442	0.595078	238.479000
9.177874	0.327643	0.596403	238.979000
9.198514	0.320148	0.597482	239.479000
9.218756	0.313368	0.598488	239.979000
9.239584	0.307631	0.599235	240.480000
9.258088	0.303046	0.599764	240.979000
9.277588	0.299547	0.600457	241.479000
9.298071	0.297366	0.601278	241.979000
9.319165	0.296203	0.602127	242.479000
9.338526	0.296380	0.602839	242.979000
9.358473	0.298327	0.603486	243.479000
9.381452	0.301867	0.604198	243.979000
9.400701	0.306784	0.605093	244.479000
9.421161	0.313272	0.605952	244.979000
9.438470	0.321385	0.606775	245.479000
9.459505	0.331402	0.607596	245.980000
9.479977	0.342685	0.608395	246.479000
9.500296	0.354813	0.609135	246.979000
9.521341	0.367749	0.609896	247.479000
9.542307	0.381625	0.610653	247.979000
9.562401	0.396356	0.611549	248.479000
9.580282	0.411707	0.612462	248.979000
9.600800	0.427365	0.613453	249.479000
9.618997	0.443182	0.614622	249.979000
9.638559	0.459211	0.615834	250.479000
9.658719	0.475407	0.617020	250.979000
9.678793	0.491674	0.618146	251.479000
9.697823	0.507557	0.619357	251.979000
9.717989	0.522996	0.620499	252.479000
9.738419	0.538233	0.621701	252.979000
9.759232	0.553246	0.622799	253.479000
9.779590	0.568153	0.623793	253.979000
9.800189	0.582602	0.625016	254.479000
9.818671	0.596494	0.626176	254.979000
9.840010	0.610031	0.627345	255.479000
9.859973	0.623032	0.628699	255.979000
9.879347	0.635641	0.630067	256.479000
9.899735	0.647821	0.631489	256.979000
9.918173	0.659209	0.632914	257.479000
9.939423	0.670201	0.634262	257.979000
9.959968	0.680654	0.635559	258.479000
9.979684	0.690515	0.636828	258.979000
9.998692	0.700062	0.638160	259.480000
10.018163	0.709213	0.639606	259.979000
10.037362	0.717694	0.640852	260.480000
10.057905	0.725447	0.642107	260.979000
10.077227	0.732203	0.643454	261.480000
10.096706	0.738494	0.644856	261.979000
10.116583	0.744491	0.646276	262.479000
10.133285	0.750089	0.647593	262.979000
10.153963	0.755083	0.648827	263.479000
10.174512	0.759316	0.650222	263.979000
10.193645	0.763289	0.651635	264.479000
10.213745	0.766740	0.653014	264.979000
10.234879	0.769655	0.654502	265.479000
10.255661	0.772294	0.655877	265.979000
10.276903	0.774224	0.657328	266.479000
10.295917	0.775427	0.658687	266.979000
10.314792	0.776067	0.659955	267.479000
10.334292	0.776248	0.661078	267.979000
10.352326	0.776211	0.662203	268.479000
10.372922	0.775814	0.663672	268.980000
10.394920	0.774734	0.665295	269.479000
10.410703	0.773221	0.666799	269.979000
10.430060	0.771416	0.668410	270.479000
10.452371	0.768996	0.669964	270.979000
10.468950	0.766306	0.671551	271.479000
10.487706	0.763449	0.673323	271.979000
10.507958	0.760006	0.675077	272.479000
10.528647	0.756105	0.676627	272.979000
10.547341	0.751802	0.677985	273.479000
10.566901	0.746950	0.679404	273.979000
10.585223	0.741669	0.680911	274.479000
10.605582	0.736120	0.682545	274.979000
10.626648	0.730759	0.684180	275.479000
10.645709	0.725222	0.685745	275.979000
10.666214	0.719111	0.687226	276.479000
10.690375	0.712660	0.688610	276.979000
10.709189	0.705784	0.690083	277.479000
10.730444	0.698770	0.691420	277.979000
10.749245	0.691776	0.693060	278.479000
10.765167	0.684494	0.694854	278.980000
10.782856	0.676855	0.696783	279.479000
10.805001	0.669226	0.698553	279.979000
10.826526	0.661660	0.700192	280.479000
10.844295	0.654219	0.701902	280.979000
10.867167	0.646876	0.703528	281.480000
10.889257	0.639158	0.705103	281.979000
10.907735	0.631003	0.706685	282.479000
10.926336	0.622665	0.708330	282.979000
10.945632	0.613844	0.709992	283.479000
10.966220	0.605007	0.711761	283.979000
10.986155	0.596051	0.713583	284.479000
11.018555	0.586968	0.715425	284.979000
11.038623	0.577816	0.717173	285.479000
11.049894	0.568706	0.719048	285.979000
11.064996	0.559379	0.720941	286.479000
11.085414	0.549703	0.722961	286.979000
11.109025	0.539536	0.724858	287.479000
11.131382	0.529103	0.726625	287.980000
11.149187	0.518817	0.728186	288.479000
11.169702	0.508208	0.729704	288.979000
11.187181	0.497472	0.731257	289.479000
11.207468	0.486657	0.732923	289.979000
11.226337	0.475439	0.734692	290.479000
11.246290	0.464412	0.736313	290.979000
11.265654	0.453309	0.737932	291.479000
11.284120	0.441903	0.739571	291.979000
11.304138	0.430403	0.740865	292.479000
11.326217	0.418703	0.742180	292.979000
11.343131	0.406642	0.743563	293.479000
11.364303	0.394123	0.744823	293.979000
11.383322	0.381404	0.745911	294.479000
11.403418	0.369012	0.746976	294.979000
11.424318	0.357092	0.747867	295.479000
11.444613	0.345007	0.748713	295.979000
11.465717	0.333533	0.749473	296.479000
11.485704	0.322068	0.750258	296.979000
11.502039	0.311231	0.750951	297.479000
11.523184	0.301455	0.751511	297.979000
11.543338	0.293089	0.752022	298.479000
11.562593	0.285921	0.752625	298.979000
11.581048	0.280181	0.753176	299.479000
11.600307	0.276173	0.753632	299.979000
11.618478	0.273762	0.754148	300.479000
11.637852	0.273210	0.754647	300.979000
11.659870	0.274514	0.755037	301.479000
11.678304	0.277642	0.755327	301.979000
11.697193	0.282655	0.755720	302.480000
11.717154	0.289232	0.756109	302.979000
11.736461	0.297582	0.756610	303.479000
11.756203	0.307587	0.757365	303.979000
11.773977	0.319458	0.758132	304.479000
11.794705	0.332586	0.758797	304.979000
11.812501	0.346985	0.759464	305.479000
11.833875	0.362462	0.760117	305.979000
11.852581	0.378916	0.760638	306.479000
11.870533	0.396378	0.761049	306.979000
11.890082	0.414624	0.761630	307.479000
11.911249	0.433340	0.762346	307.979000
11.931443	0.452507	0.763126	308.479000
11.950638	0.472054	0.764094	308.979000
11.969749	0.492117	0.765097	309.479000
11.990561	0.512557	0.766145	309.979000
12.011132	0.533262	0.766967	310.479000
12.031636	0.553824	0.767956	310.979000
12.052712	0.574193	0.768868	311.479000
12.071245	0.594590	0.769914	311.979000
12.092567	0.614650	0.771024	312.479000
12.112072	0.634388	0.772304	312.979000
12.132887	0.653847	0.773355	313.479000
12.152503	0.673391	0.774290	313.979000
12.174336	0.692770	0.775266	314.479000
12.194314	0.711886	0.776350	314.979000
12.213559	0.730699	0.777561	315.479000
12.232631	0.749033	0.778783	315.979000
12.252175	0.766806	0.779929	316.479000
12.272188	0.783723	0.781284	316.979000
12.292364	0.800001	0.782513	317.479000
12.312727	0.816152	0.783658	317.979000
12.333471	0.831781	0.784779	318.479000
12.353150	0.847407	0.785970	318.979000
12.374123	0.862648	0.787293	319.479000
12.395732	0.877296	0.788645	319.980000
12.416243	0.891527	0.789924	320.479000
12.437294	0.905475	0.791147	320.980000
12.457855	0.919245	0.792193	321.480000
12.476908	0.932789	0.793352	321.979000
12.497637	0.945790	0.794602	322.479000
12.516487	0.958495	0.795866	322.979000
12.534570	0.970615	0.797152	323.480000
12.553749	0.982396	0.798502	323.979000
12.575011	0.993815	0.799966	324.480000
12.596066	1.004864	0.801563	324.979000
12.615778	1.015674	0.802857	325.479000
12.636109	1.026017	0.804002	325.979000
12.654390	1.036023	0.805326	326.479000
12.673654	1.045713	0.806653	326.979000
12.693822	1.055064	0.808023	327.479000
12.713331	1.064376	0.809473	327.980000
12.732479	1.073126	0.810967	328.479000
12.753305	1.081380	0.812280	328.979000
12.773845	1.089226	0.813575	329.479000
12.796711	1.096983	0.814982	329.980000
12.816596	1.104464	0.816276	330.479000
12.836953	1.111539	0.817673	330.980000
12.855919	1.118240	0.818978	331.479000
12.876316	1.124304	0.820338	331.979000
12.896558	1.130203	0.821615	332.480000
12.918284	1.136206	0.822838	332.979000
12.939423	1.142278	0.824124	333.480000
12.961039	1.148132	0.825220	333.979000
12.982309	1.153716	0.826512	334.479000
13.004038	1.158992	0.827826	334.979000
13.025209	1.164031	0.829303	335.480000
13.044687	1.168303	0.830799	335.979000
13.066124	1.172484	0.832267	336.479000
13.088062	1.176384	0.833592	336.979000
13.109823	1.180372	0.835054	337.479000
13.130058	1.184066	0.836619	337.979000
13.150538	1.187113	0.838164	338.479000
13.173345	1.189840	0.839718	338.979000
13.195440	1.192282	0.841117	339.479000
13.216228	1.194350	0.842512	339.979000
13.236232	1.196527	0.844071	340.479000
13.255914	1.198793	0.845818	340.980000
13.276267	1.200441	0.847466	341.479000
13.297073	1.201712	0.849199	341.979000
13.315951	1.202535	0.850915	342.480000
13.335722	1.202848	0.852458	342.979000
13.355626	1.203047	0.853806	343.479000
13.376221	1.203152	0.855206	343.979000
13.395472	1.203389	0.856693	344.479000
13.414634	1.203755	0.858132	344.979000
13.434338	1.203612	0.859622	345.479000
13.455081	1.202540	0.860959	345.979000
13.476523	1.201152	0.862325	346.480000
13.497882	1.199832	0.863802	346.979000
13.518893	1.198661	0.865232	347.479000
13.539645	1.197220	0.866746	347.980000
13.559842	1.195563	0.868236	348.479000
13.579823	1.193796	0.869819	348.979000
13.601076	1.191453	0.871196	349.479000
13.621539	1.188789	0.872705	349.979000
13.640984	1.185780	0.874311	350.479000
13.661274	1.182179	0.875968	350.980000
13.682793	1.178087	0.877702	351.479000
13.703739	1.173818	0.879473	351.980000
13.722665	1.169340	0.881101	352.480000
13.743248	1.164750	0.882783	352.979000
